# 
col
0	0	0	# 0
181	173	148	# 1
123	107	90	# 2
57	41	33	# 3
24	16	16	# 4
189	214	214	# 5
165	173	189	# 6
90	107	132	# 7
49	57	66	# 8
16	24	33	# 9
255	82	57	# 10
198	66	49	# 11
231	115	107	# 12
255	123	115	# 13
132	49	49	# 14
173	57	57	# 15
255	33	33	# 16
123	74	74	# 17
214	33	49	# 18
255	90	99	# 19
231	107	115	# 20
255	41	66	# 21
99	8	24	# 22
189	49	66	# 23
216	40	125	# 24
90	57	57	# 25
74	33	41	# 26
165	41	66	# 27
231	0	41	# 28
198	74	115	# 29
198	24	66	# 30
189	41	82	# 31
132	107	115	# 32
247	24	99	# 33
148	99	115	# 34
222	16	107	# 35
173	148	165	# 36
222	41	123	# 37
239	123	181	# 38
247	148	214	# 39
189	90	140	# 40
247	82	165	# 41
206	132	165	# 42
173	57	123	# 43
222	115	189	# 44
231	206	222	# 45
222	214	222	# 46
198	0	198	# 47
156	49	206	# 48
214	198	231	# 49
165	115	206	# 50
49	33	90	# 51
90	49	115	# 52
123	107	198	# 53
49	41	90	# 54
49	49	74	# 55
140	140	165	# 56
33	41	74	# 57
41	41	99	# 58
33	41	123	# 59
82	82	115	# 60
41	66	140	# 61
173	165	214	# 62
49	99	206	# 63
107	140	148	# 64
49	57	66	# 65
24	41	66	# 66
115	165	214	# 67
74	82	107	# 68
90	107	132	# 69
66	132	189	# 70
99	148	198	# 71
181	206	247	# 72
0	140	222	# 73
82	198	247	# 74
132	165	181	# 75
0	107	148	# 76
49	123	148	# 77
115	189	222	# 78
132	231	247	# 79
57	140	140	# 80
90	206	206	# 81
0	98	222	# 82
8	189	173	# 83
107	140	148	# 84
33	132	8	# 85
57	189	156	# 86
115	247	214	# 87
41	165	115	# 88
49	99	74	# 89
123	239	123	# 90
132	165	123	# 91
57	148	41	# 92
99	165	99	# 93
90	107	82	# 94
132	148	115	# 95
90	148	0	# 96
148	156	82	# 97
255	231	231	# 98
239	222	74	# 99
198	189	66	# 100
255	239	24	# 101
255	222	49	# 102
189	173	90	# 103
247	181	8	# 104
239	222	74	# 105
255	239	165	# 106
66	66	66	# 107
206	181	132	# 108
181	140	82	# 109
231	181	107	# 110
214	148	49	# 111
247	231	206	# 112
140	123	107	# 113
255	148	33	# 114
255	165	82	# 115
255	140	24	# 116
156	99	49	# 117
165	156	140	# 118
214	123	66	# 119
214	156	115	# 120
255	222	198	# 121
239	99	41	# 122
74	57	57	# 123
239	74	24	# 124
255	181	156	# 125
66	49	41	# 126
239	165	156	# 127
15	15	15	# 128 0
188	188	180	# 129 1
42	119	161	# 130 2
135	32	32	# 131 3
1	36	79	# 132 4
134	68	110	# 133 5
255	182	16	# 134 6
76	117	183	# 135 7
189	190	198	# 136 8
94	112	114	# 137 9
70	89	122	# 138 10
101	106	121	# 139 11
93	126	141	# 140 12
88	89	90	# 141 13
214	218	214	# 142 14
156	161	163	# 143 15
51	95	63	# 144 16
115	30	40	# 145 17
123	20	52	# 146 18
159	157	148	# 147 19
59	78	120	# 148 20
115	46	62	# 149 21
105	30	59	# 150 22
150	145	140	# 151 23
81	84	89	# 152 24
63	62	69	# 153 25
165	169	167	# 154 26
99	92	90	# 155 27
61	74	104	# 156 28
151	149	146	# 157 29
66	31	33	# 158 30
95	39	43	# 159 31
132	148	171	# 160 32
118	123	124	# 161 33
100	100	100	# 162 34
90	87	82	# 163 35
37	37	39	# 164 36
45	58	53	# 165 37
147	163	150	# 166 38
109	122	136	# 167 39
34	25	24	# 168 40
111	103	95	# 169 41
124	38	52	# 170 42
85	10	21	# 171 43
25	56	38	# 172 44
93	30	40	# 173 45
157	152	114	# 174 46
122	117	96	# 175 47
152	149	134	# 176 48
173	176	176	# 177 49
132	137	136	# 178 50
48	79	69	# 179 51
77	98	104	# 180 52
22	34	72	# 181 53
39	47	75	# 182 54
125	98	86	# 183 55
158	164	171	# 184 56
156	141	113	# 185 57
99	24	34	# 186 58
78	104	129	# 187 59
156	156	152	# 188 60
145	115	71	# 189 61
102	40	50	# 190 62
148	157	159	# 191 63
164	167	165	# 192 64
142	140	70	# 193 65
52	26	30	# 194 66
106	122	140	# 195 67
170	173	142	# 196 68
171	152	143	# 197 69
133	50	65	# 198 70
111	130	151	# 199 71
88	88	83	# 200 72
154	167	144	# 201 73
96	26	35	# 202 74
59	59	75	# 203 75
164	160	150	# 204 76
170	157	132	# 205 77
120	44	53	# 206 78
14	49	109	# 207 79
104	42	63	# 208 80
123	113	94	# 209 81
116	40	50	# 210 82
30	46	50	# 211 83
77	50	47	# 212 84
124	37	78	# 213 85
46	91	32	# 214 86
57	90	131	# 215 87
109	50	65	# 216 88
167	162	143	# 217 89
175	177	177	# 218 90
54	65	85	# 219 91
109	108	110	# 220 92
15	106	137	# 221 93
32	75	107	# 222 94
239	232	200	# 223 95
12	39	94	# 224 96
255	255	255	# 225 97
94	112	114	# 226 98
43	47	58	# 227 99
65	79	55	# 228 100
255	239	100	# 229 101
0	0	0	# 230 102
0	0	0	# 231 103
0	0	0	# 232 104
0	0	0	# 233 105
0	0	0	# 234 106
0	0	0	# 235 107
0	0	0	# 236 108
0	0	0	# 237 109
0	0	0	# 238 110
0	0	0	# 239 111
0	0	0	# 240 112
0	0	0	# 241 113
0	0	0	# 242 114
0	0	0	# 243 115
0	0	0	# 244 116
0	0	0	# 245 117
0	0	0	# 246 118
0	0	0	# 247 119
0	0	0	# 248 120
0	0	0	# 249 121
0	0	0	# 250 122
0	0	0	# 251 123
0	0	0	# 252 124
0	0	0	# 253 125
0	0	0	# 254 126
0	0	0	# 255 127
end
ped
DFLTIDX PLR
SRPTIDX PLR
SRPTCOL PLR, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLTIDX COP, 109,126,0,0, 109,126,0,0, 109,126,0,0, 109,126,0,0, 109,126,0,0, 109,126,0,0, 109,126,0,0, 109,126,0,0, 109,126,0,0, 109,126,0,0, 109,126,0,0, 109,126,0,0, 109,126,0,0, 109,126,0,0, 109,126,0,0, 109,126,0,0
SRPTIDX COP, 46,58,0,0, 46,58,0,0, 46,58,0,0, 46,58,0,0
SRPTCOL COP, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
DFLTIDX SWAT, 1,9,0,0, 2,1,0,0, 112,94,0,0, 98,5,0,0, 45,117,0,0, 2,5,0,0, 121,7,0,0, 98,126,0,0, 121,61,0,0
SRPTIDX SWAT, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0
SRPTCOL SWAT, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0, 0,0,0
