260
-1683.99	-1022.6	14.0
-1678.4	-1022.67	14.0
-1672.43	-1022.64	14.0
-1666.46	-1022.62	14.0
-1661.11	-1022.62	14.0
-1657.29	-1023.23	14.0
-1653.39	-1024.86	14.0
-1650.11	-1027.09	14.0
-1646.83	-1030.45	14.0
-1643.67	-1034.94	14.0
-1641.09	-1041.58	14.0
-1640.0	-1052.08	14.0
-1639.82	-1066.3	14.0
-1640.04	-1080.52	14.0
-1639.98	-1104.49	14.0
-1639.92	-1128.46	14.0
-1639.17	-1155.11	14.0
-1639.24	-1184.15	14.0
-1638.62	-1215.87	14.0
-1638.55	-1247.58	14.0
-1638.11	-1281.04	14.0
-1638.23	-1314.5	14.0
-1638.36	-1347.95	14.0
-1638.9	-1378.03	14.0
-1639.44	-1408.1	14.0
-1639.99	-1438.18	14.0
-1639.81	-1469.14	20.6454
-1639.63	-1500.1	27.6128
-1639.46	-1531.07	34.5803
-1639.44	-1558.53	40.4742
-1639.42	-1586	46.368
-1639.4	-1617.48	52.9094
-1638.42	-1653.54	60.6702
-1636.92	-1684.25	67.4559
-1635.02	-1718.7	75.352
-1633.06	-1753.17	83.2267
-1629.4	-1781.04	89.9542
-1623.37	-1807.13	97.0494
-1610.05	-1829.79	105.454
-1589.31	-1845.93	114.58
-1566.84	-1860.04	122.75
-1546.1	-1872.88	130.593
-1516.68	-1886.88	137.801
-1489.05	-1898.42	145.823
-1459.0	-1911.11	155.0
-1420.36	-1924.89	165.0
-1382.28	-1938.72	175.0
-1343.65	-1948.02	185.0
-1311.01	-1955.59	195.0
-1265.63	-1964.83	205.0
-1216.98	-1971.74	215.0
-1164.37	-1973.38	224.999
-1115.31	-1967.64	233.895
-1062.98	-1950.16	247.876
-1001.78	-1915.26	259.999
-939.563	-1875.61	269.999
-844.082	-1827.6	282.982
-742.996	-1785.68	304.338
-640.049	-1740.87	318.44
-535.514	-1692.2	327.473
-429.609	-1635.7	335.757
-332.575	-1591.17	339.781
-227.928	-1548.03	341.93
-131.786	-1511.33	342.701
-31.7089	-1469.46	343.473
69.7894	-1425.73	344.245
164.18	-1379.81	344.276
253.383	-1328.7	345.176
346.548	-1260.41	346.319
421.648	-1194.05	346.924
498.098	-1112.83	346.754
563.514	-1023.83	345.559
608.459	-931.136	345.92
641.472	-829.32	346.566
659.837	-720.929	345.559
658.124	-620.761	346.107
650.66	-511.833	345.989
629.986	-407.488	345.559
592.073	-312.984	346.292
540.121	-222.881	345.804
480.836	-141.957	345.559
425.067	-55.4414	346.006
356.52	26.6805	345.559
271.934	80.0365	345.559
172.564	112.768	346.069
71.7239	138.348	346.924
-38.6873	151.792	346.924
-148.097	158.337	346.924
-255.728	160.666	345.838
-368.329	157.179	345.559
-469.934	129.749	345.559
-555.122	67.9828	345.559
-609.527	-21.5924	345.559
-626.741	-121.942	345.559
-577.344	-216.503	346.256
-500.776	-286.414	345.559
-405.376	-324.443	346.264
-301.825	-320.883	346.41
-196.966	-306.486	345.626
-93.1299	-302.679	346.924
11.6602	-314.433	346.398
89.9703	-383.552	346.782
123.527	-483.832	345.802
134.299	-590.904	346.881
131.166	-693.354	346.573
95.8569	-793.676	346.763
27.7194	-873.857	346.369
-45.6072	-943.47	345.585
-135.157	-1004.24	345.927
-239.307	-1041.13	346.924
-341.686	-1056.01	345.934
-441.699	-1057.94	345.766
-550.56	-1039.02	346.924
-650.967	-1003.35	346.924
-742.067	-955.242	345.559
-817.922	-887.692	346.924
-877.13	-806.645	347.217
-930.82	-718.24	350.056
-987.588	-620.85	353.539
-1045.45	-522.008	364.019
-1104.8	-433.308	375.502
-1176.5	-347.036	389.587
-1274.87	-259.884	407.871
-1355.7	-173.115	421.909
-1417.21	-86.7666	431.267
-1477.45	-7.04103	440.514
-1549.33	86.5464	449.999
-1619.72	182.566	449.999
-1671.7	270.182	449.999
-1708.6	364.877	449.999
-1728.25	463.084	449.999
-1740.91	569.346	449.999
-1754.96	671.778	449.999
-1773.32	774.481	449.999
-1783.24	875.164	449.999
-1790.71	980.894	449.999
-1804.17	1082	449.999
-1806.13	1193.74	449.999
-1812.03	1295.53	449.999
-1825.63	1403.53	449.999
-1821.57	1506.85	449.999
-1818.09	1608.48	449.999
-1781.7	1704.6	449.999
-1697.28	1761.21	449.999
-1595.52	1787.81	449.999
-1494.04	1812.05	449.999
-1384.8	1837.94	449.999
-1262.89	1863.99	449.999
-1155.91	1885.22	449.999
-1045.17	1906.52	449.999
-943.428	1922.03	449.999
-841.688	1937.54	449.999
-712.424	1946.36	449.999
-573.646	1952.87	449.999
-459.856	1956.3	449.999
-356.944	1954.85	449.999
-252.255	1950.99	449.999
-145.37	1946.45	449.999
-39.2814	1938.68	449.999
64.711	1928.43	449.999
169.514	1914.99	449.999
270.197	1891.82	449.999
369.0	1857.61	449.999
460.075	1809.19	449.999
552.523	1743.38	449.999
631.412	1672.98	449.999
708.511	1593.14	449.999
777.822	1498.83	449.999
822.899	1404.38	449.999
861.818	1292.67	449.999
887.009	1193.51	449.999
910.755	1084.17	449.999
917.914	983.78	449.999
922.545	878.727	449.999
919.447	759.319	449.999
915.406	654.284	448.601
909.128	541.691	445.036
900.049	435.619	440.758
894.718	332.568	434.867
885.478	231.375	429.264
903.609	134.543	411.641
941.257	41.4777	387.349
971.832	-54.2078	367.323
998.598	-153.863	355.875
1010.34	-253.884	345.559
1002.03	-360.811	345.559
991.972	-465.656	345.559
972.52	-569.526	346.924
949.708	-670.487	346.924
922.987	-768.249	346.924
898.979	-871.783	346.924
864.46	-966.716	346.924
820.773	-1057.02	346.924
758.598	-1146.81	346.924
696.025	-1229.8	346.924
636.104	-1315.05	346.924
572.135	-1399.8	346.924
507.633	-1484.06	346.924
448.499	-1567.6	346.924
380.942	-1655.82	343.316
312.894	-1737.32	336.899
223.547	-1793.67	326.203
123.86	-1810.33	305.516
23.4417	-1798.57	287.69
-75.6018	-1789.33	268.43
-176.441	-1786.27	257.021
-279.934	-1791.08	244.078
-387.211	-1804.69	228.391
-495.212	-1821.93	217.085
-597.205	-1844.82	211.37
-702.826	-1877.1	202.739
-809.699	-1908.92	194.183
-908.426	-1934.87	184.105
-1013.58	-1959.09	170.0
-1091.32	-1969.12	160.0
-1203.47	-1969.34	150.0
-1293.35	-1955.47	140.0
-1348.37	-1935.64	126.82
-1397.82	-1914.91	118.235
-1438.07	-1895.77	114.372
-1481.02	-1877.08	106.9
-1522.94	-1855.18	96.9004
-1564.77	-1834.81	86.9004
-1605.32	-1811.2	76.9004
-1638.87	-1792.21	69.9998
-1674.73	-1761.27	60.9999
-1696.26	-1732.3	54.9999
-1709.45	-1705.98	49.4965
-1715.2	-1679.55	44.2158
-1719.92	-1649.24	38.6946
-1723.54	-1613.26	30.8914
-1725.49	-1578.13	22.6745
-1728.54	-1542.84	17.3923
-1731.58	-1507.55	14.0
-1734.62	-1472.26	14.0
-1734.28	-1431.63	14.0
-1733.95	-1390.99	14.0
-1733.61	-1350.36	14.0
-1733.4	-1311.42	14.0
-1733.19	-1272.49	14.0
-1732.98	-1233.56	14.0
-1733.19	-1204.17	14.0
-1733.39	-1174.79	14.0
-1733.79	-1148.34	14.0
-1733.68	-1124.47	14.0
